order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
29131,2463,2022-09-29,465,1,16.13,16.13,Completed,2022-09-29
79023,3997,2025-07-13,363,8,105.74,845.92,Cancelled,
84937,2817,2024-05-10,136,3,31.09,93.27,Completed,2024-05-12
16822,2454,2022-02-02,378,7,95.43,668.01,Completed,2022-02-02
36734,8064,2022-07-04,148,9,25.94,233.46,Pending,
15603,7578,2022-12-11,273,5,36.77,183.85,Cancelled,
28534,3444,2025-06-16,283,6,148.05,888.3,Completed,2025-06-19
69770,3594,2023-08-19,56,10,138.85,1388.5,Cancelled,
11406,1312,2025-01-07,447,1,2.16,2.16,Completed,2025-01-13
96853,2671,2023-11-10,464,4,18.1,72.4,Completed,2023-11-17
16131,7249,2026-05-27,453,10,18.75,187.5,Completed,2026-05-30
19793,4466,2024-02-21,207,3,14.14,42.42,Completed,2024-02-24
89578,4292,2023-11-06,101,6,166.97,1001.82,Completed,2023-11-10
40164,4818,2025-03-17,247,7,153.41,1073.87,Cancelled,
31777,7322,2025-02-02,474,5,47.36,236.8,Cancelled,
25331,5810,2026-08-08,233,6,109.45,656.7,Pending,
79157,1456,2026-03-05,457,10,28.09,280.9,Completed,2026-03-09
51686,419,2025-05-22,7,1,54.65,54.65,Completed,2025-05-23
75499,7244,2024-09-02,416,7,176.11,1232.77,Completed,2024-09-05
4728,2053,2024-11-28,221,8,29.8,238.4,Completed,2024-11-30
85199,8835,2022-09-14,316,2,191.13,382.26,Completed,2022-09-21
35796,1101,2024-07-21,345,5,122.38,611.9,Completed,2024-07-24
12257,879,2024-09-17,385,10,137.28,1372.8,Completed,2024-09-18
35719,3534,2024-07-04,166,1,130.51,130.51,Cancelled,
70552,238,2025-11-20,489,3,56.71,170.13,Completed,2025-11-26
54375,258,2026-05-14,154,2,32.92,65.84,Pending,
39692,9215,2026-06-19,432,7,19.62,137.34,Completed,2026-06-25
93703,8302,2022-04-13,354,7,82.86,580.02,Completed,2022-04-14
73692,2366,2026-06-22,140,9,159.68,1437.12,Completed,2026-06-29
98071,1354,2022-09-13,112,6,188.36,1130.16,Completed,2022-09-13
576,7011,2025-05-22,211,3,195.46,586.38,Completed,2025-05-14
84611,4638,2025-12-27,299,5,63.21,316.05,Completed,2025-12-27
61770,9810,2026-05-10,445,8,199.88,1599.04,Cancelled,
32261,5078,2025-05-12,309,9,162.29,1460.61,Cancelled,
82200,9893,2022-07-30,412,1,9.12,9.12,Completed,2022-08-06
36291,9530,2024-04-14,304,4,135.0,540.0,Completed,2024-04-19
78450,3094,2024-07-21,276,5,78.21,391.05,Pending,
60056,1959,2022-12-13,99,7,30.95,216.65,Pending,
45949,5973,2025-03-04,122,2,22.94,45.88,Completed,2025-03-06
28178,5508,2022-04-16,75,7,190.81,1335.67,Cancelled,
84464,6811,2023-07-18,267,2,23.67,47.34,Completed,2023-07-23
579,6836,2022-11-16,238,7,180.77,1265.39,Completed,2022-11-11
30960,7864,2024-12-09,232,5,167.87,839.35,Completed,2024-12-15
64291,8933,2022-03-16,68,10,35.72,357.2,Completed,2022-03-21
14532,3225,2025-05-06,410,7,29.12,203.84,Cancelled,
17934,9748,2023-01-26,386,2,53.39,106.78,Pending,
33609,3006,2025-10-31,92,2,51.4,102.8,Completed,2025-11-01
49960,879,2022-10-30,342,2,51.66,103.32,Completed,2022-11-06
66599,3896,2026-05-01,301,1,157.01,157.01,Cancelled,
99090,198,2022-10-28,323,1,169.31,169.31,Pending,
34452,3645,2024-02-14,99,6,183.6,1101.6,Completed,2024-02-21
34081,2652,2023-12-13,176,3,175.82,527.46,Cancelled,
63588,8916,2026-07-08,299,4,175.3,701.2,Pending,
4294,2211,2022-08-20,243,1,20.61,20.61,Pending,
69103,135,2024-05-10,149,5,190.14,950.7,Completed,2024-05-14
86412,7907,2026-01-13,241,2,1.24,2.48,Completed,2026-01-15
99477,8411,2025-08-21,151,2,9.7,19.4,Completed,2025-08-25
53930,8083,2025-09-14,258,8,49.72,397.76,Completed,2025-09-18
87071,6554,2023-12-31,325,6,188.3,1129.8,Pending,
65084,6120,2025-07-14,76,7,161.9,1133.3,Completed,2025-07-17
30713,7399,2022-08-18,324,7,182.5,1277.5,Completed,2022-08-24
49183,2324,2024-11-21,378,8,94.2,753.6,Completed,2024-11-28
57235,6065,2026-02-09,418,2,23.73,47.46,Pending,
15664,3114,2025-02-03,379,8,156.77,1254.16,Cancelled,
19967,6431,2024-11-08,181,2,165.72,331.44,Completed,2024-11-14
91913,6078,2026-06-03,335,9,72.16,649.44,Cancelled,
91958,4306,2025-02-21,447,3,29.26,87.78,Completed,2025-02-27
81347,7915,2024-06-30,383,3,107.35,322.05,Cancelled,
55326,257,2026-03-30,145,7,126.87,888.09,Pending,
29858,749,2022-01-19,352,1,21.12,21.12,Cancelled,
71223,1642,2023-10-26,175,9,94.55,850.95,Pending,
52459,84,2025-06-04,32,5,187.02,935.1,Completed,2025-06-04
88346,740,2024-07-10,174,3,12.66,37.98,Cancelled,
82364,7758,2022-08-22,176,6,88.62,531.72,Completed,2022-08-24
65350,4531,2024-06-02,426,6,169.66,1017.96,Completed,2024-06-08
59650,789,2023-08-05,241,4,143.79,575.16,Completed,2023-08-08
44953,3183,2023-11-20,382,3,179.17,537.51,Completed,2023-11-27
39526,8154,2023-09-30,170,9,112.72,1014.48,Completed,2023-10-03
13936,3909,2024-03-25,303,7,143.6,1005.2,Cancelled,
93781,2158,2025-01-30,493,8,181.35,1450.8,Completed,2025-02-03
89885,3866,2022-03-12,441,5,84.64,423.2,Completed,2022-03-13
81144,790,2024-05-19,82,9,193.82,1744.38,Completed,2024-05-26
95800,1314,2026-05-10,300,9,184.83,1663.47,Completed,2026-05-16
89405,6714,2024-06-16,348,2,145.33,290.66,Completed,2024-06-20
55224,3315,2025-09-04,390,6,89.26,535.56,Completed,2025-09-10
73646,5411,2022-07-20,140,7,99.93,699.51,Cancelled,
66294,2450,2023-10-15,243,5,52.96,264.8,Pending,
65540,4249,2022-06-11,339,8,80.57,644.56,Completed,2022-06-13
28111,229,2026-02-10,42,2,66.06,132.12,Completed,2026-02-13
41929,3046,2024-03-11,179,2,88.56,177.12,Pending,
86547,8625,2026-02-27,13,9,140.0,1260.0,Cancelled,
82586,2792,2022-05-16,132,1,71.72,71.72,Completed,2022-05-18
38604,8843,2022-09-25,365,10,79.14,791.4,Pending,
91658,5538,2024-08-12,122,1,66.96,66.96,Pending,
62787,80,2022-06-18,327,2,115.89,231.78,Completed,2022-06-24
84341,5475,2024-04-17,486,3,104.69,314.07,Pending,
39875,7751,2024-03-30,78,6,129.21,775.26,Pending,
78469,5769,2026-03-14,334,1,109.81,109.81,Completed,2026-03-15
31632,5786,2026-04-19,48,6,108.31,649.86,Completed,2026-04-22
14953,7310,2025-11-20,424,9,26.28,236.52,Completed,2025-11-23
39332,7484,2023-05-04,134,9,23.46,211.14,Completed,2023-05-06
48588,2119,2025-03-11,212,9,104.12,937.08,Completed,2025-03-16
83595,6941,2023-11-18,332,1,68.43,68.43,Completed,2023-11-21
41488,6162,2025-04-21,349,8,122.76,982.08,Cancelled,
39628,8413,2024-10-25,232,7,198.6,1390.2,Pending,
87895,4881,2025-03-02,376,9,109.88,988.92,Completed,2025-03-08
26304,8010,2023-05-25,291,4,190.37,761.48,Pending,
67404,6481,2023-01-11,488,9,86.2,775.8,Completed,2023-01-17
98085,9037,2026-02-13,428,7,128.39,898.73,Pending,
95602,1919,2025-12-06,46,4,156.42,625.68,Completed,2025-12-07
5020,8872,2022-11-10,178,8,146.86,1174.88,Completed,2022-11-14
5224,4567,2025-08-13,9,2,29.23,58.46,Cancelled,
15781,9375,2024-01-15,124,3,67.84,203.52,Completed,2024-01-22
45557,5660,2023-11-01,276,8,189.07,1512.56,Completed,2023-11-03
12897,9875,2023-01-02,177,6,51.63,309.78,Completed,2023-01-05
34305,835,2022-02-10,142,9,103.16,928.44,Pending,
93323,1928,2022-02-28,216,6,107.26,643.56,Pending,
5325,5812,2026-06-05,482,2,69.6,139.2,Completed,2026-06-11
52926,3683,2024-08-15,83,9,178.16,1603.44,Completed,2024-08-17
62865,2372,2025-01-17,154,9,18.54,166.86,Completed,2025-01-23
8019,604,2026-01-16,243,10,144.39,1443.9,Pending,
82945,7634,2023-12-03,186,2,49.29,98.58,Completed,2023-12-03
90377,5412,2026-06-12,344,9,193.14,1738.26,Cancelled,
41721,6394,2022-12-05,129,10,28.77,287.7,Pending,
867,2561,2024-08-23,348,6,112.84,677.04,Completed,2024-08-24
98444,5601,2024-05-04,39,9,102.39,921.51,Cancelled,
83040,7470,2024-06-03,326,3,131.77,395.31,Completed,2024-06-10
13925,9224,2022-03-31,413,3,140.91,422.73,Pending,
79893,4456,2023-12-19,92,1,161.44,161.44,Pending,
31184,9962,2023-06-24,369,4,26.35,105.4,Completed,2023-06-24
13800,2239,2024-04-17,120,4,5.62,22.48,Pending,
40989,2545,2025-01-17,469,9,100.96,908.64,Completed,2025-01-20
66734,2990,2025-07-14,275,1,176.6,176.6,Completed,2025-07-20
78331,1810,2026-03-30,117,6,166.94,1001.64,Cancelled,
24379,3105,2022-03-06,199,1,78.68,78.68,Completed,2022-03-09
23415,8672,2023-07-09,6,7,22.97,160.79,Cancelled,
97560,1434,2024-05-24,396,7,52.51,367.57,Completed,2024-05-31
22993,901,2023-09-17,42,9,34.39,309.51,Completed,2023-09-24
3232,3334,2024-04-29,16,10,23.19,231.9,Pending,
41996,5310,2023-10-30,178,3,9.37,28.11,Cancelled,
49188,5164,2026-07-15,115,1,177.74,177.74,Completed,2026-07-15
22515,6933,2025-08-12,330,8,34.99,279.92,Pending,
21326,2771,2026-03-24,197,9,124.17,1117.53,Completed,2026-03-24
86234,6045,2025-08-28,247,6,53.05,318.3,Pending,
88127,7124,2026-07-19,450,3,142.17,426.51,Completed,2026-07-19
29824,3244,2022-11-18,471,4,95.56,382.24,Pending,
92485,5467,2024-10-24,229,5,35.36,176.8,Completed,2024-10-30
68425,9512,2024-12-12,59,9,143.09,1287.81,Completed,2024-12-14
64484,2643,2023-11-15,75,10,123.92,1239.2,Completed,2023-11-18
51020,6853,2025-01-29,5,8,175.76,1406.08,Pending,
26754,2735,2025-01-26,195,3,76.66,229.98,Pending,
49964,3355,2025-09-28,480,4,108.12,432.48,Cancelled,
42732,9120,2022-04-25,123,3,138.58,415.74,Completed,2022-04-27
29057,8273,2023-05-27,137,4,3.41,13.64,Completed,2023-05-28
55318,5670,2022-12-14,22,9,89.5,805.5,Pending,
35497,8330,2025-08-08,424,4,166.48,665.92,Completed,2025-08-15
56338,5661,2025-06-27,58,9,145.84,1312.56,Cancelled,
79278,2454,2024-06-29,354,2,103.57,207.14,Cancelled,
5465,4239,2024-05-05,419,3,9.11,27.33,Pending,
70156,8844,2024-09-16,473,8,26.24,209.92,Pending,
70670,2320,2025-07-19,165,6,44.2,265.2,Completed,2025-07-26
56014,3493,2025-05-22,241,3,147.07,441.21,Cancelled,
12086,6299,2023-01-03,283,2,28.29,56.58,Cancelled,
56819,5749,2025-01-02,8,3,195.9,587.7,Completed,2025-01-02
20001,4304,2024-08-23,489,1,128.78,128.78,Completed,2024-08-28
69067,7966,2022-04-02,16,1,75.89,75.89,Completed,2022-04-06
50453,3679,2023-08-17,256,10,145.93,1459.3,Cancelled,
90710,2987,2022-11-05,137,2,173.46,346.92,Completed,2022-11-11
52885,2174,2023-01-27,90,4,176.53,706.12,Pending,
30964,3292,2024-09-29,316,7,146.15,1023.05,Pending,
34574,241,2024-11-08,47,1,54.07,54.07,Completed,2024-11-08
15295,6015,2024-10-12,44,3,86.88,260.64,Pending,
27919,7416,2024-10-10,394,5,98.05,490.25,Pending,
46121,1718,2024-03-12,90,10,49.43,494.3,Completed,2024-03-16
35074,1993,2023-03-08,210,5,126.54,632.7,Pending,
10551,2772,2024-01-26,365,4,137.24,548.96,Completed,2024-01-28
91128,7917,2024-10-02,442,1,58.98,58.98,Pending,
691,2118,2024-11-14,243,10,17.06,170.6,Completed,2024-11-18
77730,4901,2025-10-06,3,7,75.95,531.65,Completed,2025-10-09
36097,6815,2025-03-23,111,10,40.06,400.6,Pending,
65352,440,2022-05-31,66,1,12.34,12.34,Completed,2022-06-01
11041,4932,2023-06-21,69,1,132.01,132.01,Completed,2023-06-28
4222,8336,2022-02-20,455,2,188.45,376.9,Completed,2022-02-25
822,7334,2025-06-18,141,1,146.07,146.07,Pending,
38129,9814,2025-11-16,44,1,105.66,105.66,Pending,
89152,6578,2024-12-24,481,2,59.9,119.8,Completed,2024-12-30
29232,8216,2022-12-27,265,7,192.77,1349.39,Completed,2022-12-28
50557,1035,2024-10-22,422,9,98.71,888.39,Completed,2024-10-29
33685,1702,2022-08-07,162,7,180.85,1265.95,Pending,
58754,1218,2026-05-20,269,5,126.9,634.5,Completed,2026-05-24
27023,6262,2024-05-01,274,2,122.51,245.02,Completed,2024-05-07
36906,8260,2025-05-12,114,6,16.37,98.22,Cancelled,
271,1266,2024-02-17,,2,99.99,199.98,Pending,
8867,9674,2023-08-16,282,1,163.06,163.06,Completed,2023-08-16
15007,7961,2023-12-08,255,9,52.53,472.77,Completed,2023-12-09
4689,3248,2024-09-08,18,4,160.99,643.96,Pending,
81996,6614,2024-10-12,381,10,27.81,278.1,Completed,2024-10-15
84373,6149,2025-04-19,444,5,29.78,148.9,Pending,
2515,827,2022-04-24,86,4,66.83,267.32,Completed,2022-04-25
36400,9611,2023-06-07,332,5,42.5,212.5,Completed,2023-06-13
38869,2981,2024-03-14,233,4,174.13,696.52,Cancelled,
58245,3557,2024-06-22,273,3,150.18,450.54,Completed,2024-06-23
30410,1916,2025-04-08,91,4,153.13,612.52,Pending,
54795,8741,2023-03-24,446,3,116.59,349.77,Cancelled,
19264,1121,2024-07-15,203,2,193.12,386.24,Completed,2024-07-19
83910,6899,2022-01-04,14,6,154.86,929.16,Completed,2022-01-04
26974,2106,2023-01-13,466,4,172.03,688.12,Cancelled,
7130,1556,2026-01-24,476,9,166.54,1498.86,Cancelled,
7145,4996,2022-07-18,482,10,195.56,1955.6,Cancelled,
45466,6996,2023-09-25,137,7,106.95,748.65,Cancelled,
1967,2971,2023-05-30,373,3,63.7,191.1,Pending,
15153,9156,2026-07-30,305,5,145.12,725.6,Completed,2026-08-06
19114,3084,2024-07-03,54,1,161.37,161.37,Completed,2024-07-03
76207,388,2022-02-26,400,1,7.97,7.97,Completed,2022-03-02
32142,2994,2025-10-20,50,1,86.65,86.65,Pending,
21935,8074,2024-02-23,360,4,35.53,142.12,Pending,
40360,6709,2025-11-11,191,10,195.36,1953.6,Cancelled,
53842,3565,2024-11-27,346,5,124.41,622.05,Pending,
9163,5627,2023-11-22,238,8,158.7,1269.6,Completed,2023-11-24
87844,5544,2025-08-23,215,5,185.34,926.7,Completed,2025-08-26
37630,2017,2026-05-10,66,9,25.89,233.01,Cancelled,
83305,600,2023-12-09,312,5,47.17,235.85,Completed,2023-12-13
66270,8,2024-08-17,152,7,78.52,549.64,Completed,2024-08-24
34654,6019,2022-03-04,202,9,95.54,859.86,Pending,
41963,1545,2023-07-19,282,7,48.52,339.64,Cancelled,
39591,5730,2024-10-13,140,7,52.18,365.26,Pending,
81036,3059,2022-07-26,478,9,181.18,1630.62,Completed,2022-08-02
10981,440,2026-02-23,480,4,58.4,233.6,Cancelled,
56300,5883,2022-02-02,213,9,146.77,1320.93,Completed,2022-02-07
61549,1697,2022-08-02,292,2,168.8,337.6,Cancelled,
88401,2645,2024-01-08,132,6,6.34,38.04,Cancelled,
44324,1009,2022-11-24,173,2,52.95,105.9,Pending,
55208,9826,2026-02-28,172,10,192.9,1929.0,Completed,2026-03-03
53528,3724,2024-09-03,48,5,108.24,541.2,Completed,2024-09-06
26971,7437,2024-11-27,306,1,67.55,67.55,Completed,2024-11-28
73218,2943,2023-08-05,422,10,141.5,1415.0,Completed,2023-08-05
65891,8452,2025-02-11,378,1,155.52,155.52,Completed,2025-02-17
42222,2112,2023-05-20,39,1,29.13,29.13,Cancelled,
97866,5197,2025-01-23,11,6,124.81,748.86,Completed,2025-01-26
12251,1407,2025-05-24,246,8,75.11,600.88,Completed,2025-05-26
69437,2658,2022-05-06,184,4,61.64,246.56,Cancelled,
38433,1843,2024-02-05,219,3,28.2,84.6,Cancelled,
40890,5809,2026-03-12,358,5,182.14,910.7,Cancelled,
30999,9713,2022-02-04,83,1,80.3,80.3,Completed,2022-02-07
56146,6528,2024-07-18,308,1,190.6,190.6,Completed,2024-07-19
95414,4325,2024-05-27,34,2,55.69,111.38,Completed,2024-05-29
22156,7777,2023-09-19,121,3,139.12,417.36,Completed,2023-09-20
17614,975,2023-10-09,432,10,4.46,44.6,Cancelled,
56444,684,2025-03-11,166,5,104.54,522.7,Pending,
98400,209,2022-12-05,189,9,163.09,1467.81,Cancelled,
24053,3622,2023-04-05,413,9,54.79,493.11,Cancelled,
50243,5108,2026-06-07,351,7,186.52,1305.64,Completed,2026-06-08
58999,1612,2022-08-02,282,8,49.76,398.08,Pending,
31345,8955,2022-05-08,174,4,131.52,526.08,Cancelled,
61242,4302,2024-04-17,498,3,74.81,224.43,Completed,2024-04-18
92530,8418,2025-11-05,304,7,75.72,530.04,Cancelled,
80829,9287,2023-06-02,314,4,107.55,430.2,Cancelled,
51726,2690,2023-05-26,210,5,149.3,746.5,Completed,2023-05-28
33880,3546,2022-10-21,313,9,153.09,1377.81,Completed,2022-10-24
83007,4194,2023-10-11,23,9,60.3,542.7,Cancelled,
73909,1391,2023-03-21,327,5,63.16,315.8,Pending,
67247,7890,2025-09-16,168,10,93.71,937.1,Completed,2025-09-22
88808,9409,2022-07-21,205,10,162.66,1626.6,Completed,2022-07-27
13122,7384,2026-04-20,350,5,62.54,312.7,Cancelled,
8258,8786,2022-06-23,463,7,18.0,126.0,Completed,2022-06-27
93381,4211,2023-08-05,432,8,112.94,903.52,Completed,2023-08-07
13915,8944,2025-03-10,354,3,195.08,585.24,Pending,
30903,3373,2022-10-11,169,2,25.69,51.38,Pending,
72859,8467,2024-03-01,279,3,58.86,176.58,Pending,
20293,6848,2023-08-07,65,8,77.4,619.2,Pending,
58171,8949,2025-12-19,28,5,118.03,590.15,Completed,2025-12-23
20950,9458,2022-07-23,24,10,139.91,1399.1,Completed,2022-07-26
36695,2266,2026-02-21,204,1,64.93,64.93,Pending,
8526,7638,2023-02-01,194,1,135.21,135.21,Completed,2023-02-05
78272,9998,2025-06-28,56,5,109.97,549.85,Pending,
77403,2036,2026-02-20,350,5,134.14,670.7,Pending,
77652,3670,2022-08-24,72,1,175.39,175.39,Completed,2022-08-29
99837,3488,2023-10-28,280,4,92.55,370.2,Completed,2023-10-30
92272,4559,2025-06-28,323,6,186.96,1121.76,Completed,2025-07-03
29776,3437,2022-07-24,188,4,60.8,243.2,Pending,
34808,3746,2026-07-05,149,4,73.27,293.08,Completed,2026-07-11
16886,3327,2022-11-20,232,2,184.84,369.68,Cancelled,
49984,9562,2025-04-19,229,10,120.99,1209.9,Cancelled,
62615,9416,2025-02-04,256,3,87.41,262.23,Cancelled,
14229,3464,2024-10-21,157,2,186.29,372.58,Cancelled,
52177,4936,2025-08-02,31,8,21.55,172.4,Completed,2025-08-02
8029,8239,2023-03-21,219,4,90.41,361.64,Pending,
28922,5729,2025-05-10,177,3,155.86,467.58,Completed,2025-05-14
69420,1666,2023-09-13,140,5,33.02,165.1,Completed,2023-09-15
70812,3139,2024-09-24,46,4,110.3,441.2,Completed,2024-09-27
34364,6855,2022-05-31,311,7,177.17,1240.19,Completed,2022-06-01
43204,5173,2025-08-21,58,8,109.48,875.84,Completed,2025-08-21
36795,7053,2022-06-26,221,4,52.74,210.96,Completed,2022-06-29
97027,9765,2023-03-27,434,1,41.79,41.79,Completed,2023-04-02
63343,1688,2026-07-20,128,8,1.96,15.68,Cancelled,
36956,9067,2026-03-17,167,4,153.77,615.08,Completed,2026-03-24
69229,5419,2025-02-12,399,1,170.13,170.13,Cancelled,
9424,7679,2023-05-06,438,4,43.63,174.52,Pending,
86001,8642,2024-05-03,471,10,105.81,1058.1,Cancelled,
16959,7005,2024-03-06,183,6,47.35,284.1,Completed,2024-03-07
21615,8746,2024-01-13,248,8,88.4,707.2,Cancelled,
61462,7957,2024-10-20,367,10,63.75,637.5,Cancelled,
61774,3301,2025-08-05,219,10,14.57,145.7,Pending,
86802,2863,2024-03-06,464,5,98.88,494.4,Completed,2024-03-10
67503,2899,2022-05-17,204,8,113.98,911.84,Completed,2022-05-23
79371,5926,2023-01-02,371,2,70.67,141.34,Completed,2023-01-02
34497,8652,2025-11-02,456,3,119.9,359.7,Cancelled,
43009,4710,2023-06-23,239,5,182.93,914.65,Completed,2023-06-23
91598,3434,2022-10-03,114,7,120.95,846.65,Completed,2022-10-04
75439,8422,2024-06-22,433,4,94.65,378.6,Completed,2024-06-22
29720,7304,2023-09-16,174,2,186.45,372.9,Cancelled,
38607,9041,2025-01-07,440,1,129.45,129.45,Cancelled,
77127,8687,2022-04-19,148,7,91.04,637.28,Completed,2022-04-24
97088,4163,2024-01-15,1,7,195.63,1369.41,Completed,2024-01-20
24627,2472,2023-02-03,482,10,153.77,1537.7,Completed,2023-02-09
61815,4767,2024-06-16,381,2,155.55,311.1,Completed,2024-06-16
69756,5331,2025-04-04,370,6,75.58,453.48,Pending,
11931,3715,2022-08-08,300,2,38.01,76.02,Completed,2022-08-12
16161,546,2025-06-20,487,2,63.07,126.14,Completed,2025-06-22
47440,9093,2023-01-29,217,4,135.26,541.04,Pending,
34606,6844,2025-04-15,439,2,128.4,256.8,Completed,2025-04-15
14107,125,2023-04-24,483,9,17.4,156.6,Cancelled,
90651,1792,2025-12-12,391,4,179.08,716.32,Completed,2025-12-19
98435,8946,2022-03-27,105,4,12.66,50.64,Completed,2022-04-01
17503,338,2025-07-23,493,3,165.05,495.15,Completed,2025-07-25
63486,9278,2022-07-11,348,1,132.8,132.8,Completed,2022-07-18
33076,4187,2025-06-24,335,3,74.48,223.44,Completed,2025-06-28
79809,2135,2024-11-12,291,8,45.92,367.36,Completed,2024-11-14
90791,2024,2025-09-20,17,7,32.39,226.73,Completed,2025-09-24
93365,2567,2025-09-05,139,8,137.14,1097.12,Completed,2025-09-10
18293,4273,2022-11-14,409,6,85.56,513.36,Pending,
43850,3426,2024-04-21,342,8,118.54,948.32,Cancelled,
35068,1222,2022-05-26,387,8,78.99,631.92,Pending,
61393,5329,2025-10-20,91,8,171.71,1373.68,Completed,2025-10-26
27382,6956,2025-07-17,93,6,52.06,312.36,Completed,2025-07-18
85414,358,2024-03-03,462,3,113.27,339.81,Completed,2024-03-09
13798,6222,2025-11-16,238,1,88.08,88.08,Pending,
1729,4836,2023-09-07,191,10,178.11,1781.1,Completed,2023-09-08
66101,9035,2024-12-18,318,6,84.21,505.26,Pending,
7678,6725,2024-07-18,108,6,2.04,12.24,Completed,2024-07-23
73315,7202,2023-03-19,435,1,52.21,52.21,Completed,2023-03-25
69696,2010,2024-03-13,381,7,35.09,245.63,Pending,
5439,8410,2023-10-24,128,9,20.92,188.28,Completed,2023-10-24
73381,4598,2023-04-05,478,6,182.61,1095.66,Pending,
34591,9182,2022-04-28,307,4,93.1,372.4,Completed,2022-04-28
8453,5085,2023-01-03,148,3,110.7,332.1,Completed,2023-01-05
6235,3719,2025-10-26,172,2,88.72,177.44,Completed,2025-11-01
56580,1247,2024-05-12,237,3,165.03,495.09,Completed,2024-05-14
44069,8542,2023-02-09,468,4,44.8,179.2,Completed,2023-02-12
73662,8939,2022-04-21,461,4,173.54,694.16,Completed,2022-04-24
18242,1140,2023-10-07,194,4,117.03,468.12,Completed,2023-10-12
72560,2912,2026-01-23,366,7,190.87,1336.09,Completed,2026-01-27
11373,615,2023-12-17,336,2,176.65,353.3,Completed,2023-12-24
53068,5579,2023-06-04,448,8,18.03,144.24,Cancelled,
54397,6321,2023-07-21,292,5,148.77,743.85,Cancelled,
60744,5827,2024-06-03,157,7,84.1,588.7,Pending,
4233,7639,2023-08-01,69,7,97.7,683.9,Cancelled,
66150,5088,2025-12-22,365,1,87.97,87.97,Completed,2025-12-26
227,783,2023-07-08,,7,154.18,1079.26,Pending,
38051,7619,2026-02-27,194,6,20.68,124.08,Completed,2026-03-03
75831,6622,2025-06-07,3,6,12.7,76.2,Pending,
11713,3832,2023-09-19,434,8,76.41,611.28,Completed,2023-09-24
89799,8596,2025-11-20,462,5,9.7,48.5,Completed,2025-11-26
84722,1114,2022-06-16,2,1,174.54,174.54,Cancelled,
11651,2084,2023-10-17,172,2,7.53,15.06,Completed,2023-10-22
63793,9013,2023-10-16,98,4,36.92,147.68,Pending,
18332,1464,2025-12-16,109,2,174.46,348.92,Pending,
59465,2345,2022-04-17,87,1,84.07,84.07,Cancelled,
31839,7843,2026-03-07,215,6,110.77,664.62,Completed,2026-03-12
35888,8582,2026-04-02,420,5,52.64,263.2,Completed,2026-04-04
70558,3021,2022-02-26,388,9,192.32,1730.88,Completed,2022-03-02
68842,9828,2022-03-01,485,9,169.22,1522.98,Cancelled,
44300,8960,2026-03-14,79,10,73.24,732.4,Completed,2026-03-18
39432,594,2025-03-27,476,8,157.71,1261.68,Completed,2025-04-02
71758,3449,2024-05-08,218,1,59.84,59.84,Pending,
51267,7349,2024-02-04,380,3,23.13,69.39,Completed,2024-02-08
49809,212,2024-12-21,243,8,55.75,446.0,Cancelled,
86689,8299,2022-03-20,188,5,193.17,965.85,Pending,
61005,7135,2024-11-23,166,4,161.83,647.32,Completed,2024-11-23
60771,8310,2023-08-15,37,4,142.07,568.28,Completed,2023-08-21
88,,2026-02-13,387,5,192.39,961.95,Pending,
77204,5774,2023-06-11,77,2,81.1,162.2,Completed,2023-06-12
